record_id,query_id,query_text,method,orig_rank,display_order,pano_id,image_path,image_file_name,source_score,source_prompt,best_yaw,lng,lat,num_views,num_views_above_thresh
Q01_CLIP_0028_Q85J,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,28,70,LVERDH0zhSKZj7-7fTnHGw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\LVERDH0zhSKZj7-7fTnHGw_000.jpg,LVERDH0zhSKZj7-7fTnHGw_000.jpg,0.2298584,bench near the curb,0,9.197877622,45.46331569,4,1
Q01_CLIP_0262_2SDS,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,262,71,6x1sD1P77HLE6P8aCm7jIw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\6x1sD1P77HLE6P8aCm7jIw_090.jpg,6x1sD1P77HLE6P8aCm7jIw_090.jpg,0.21508789,benches along the street,90,9.127164385,45.49468399,4,1
Q01_CLIP_0092_NUJZ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,92,72,c2ceBXn1djIQCMLYHzXG8A,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\c2ceBXn1djIQCMLYHzXG8A_270.jpg,c2ceBXn1djIQCMLYHzXG8A_270.jpg,0.22229004,bench near the curb,270,9.089113834,45.47749332,4,1
Q01_CLIP_0013_WNNH,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,13,73,LFhvjdVPGLVB_zwlNz2deQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\LFhvjdVPGLVB_zwlNz2deQ_270.jpg,LFhvjdVPGLVB_zwlNz2deQ_270.jpg,0.23852539,bench near the curb,270,9.1302333,45.5024458,4,1
Q01_CLIP_0142_43D8,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,142,74,6tKEKufAMEd-Zn1fc_vzAw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\6tKEKufAMEd-Zn1fc_vzAw_090.jpg,6tKEKufAMEd-Zn1fc_vzAw_090.jpg,0.21875,bench near the curb,90,9.1459197,45.5127065,4,1
Q01_CLIP_0223_MVXP,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,223,75,hxvw2Al_wOkZpc9_98IJnQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\hxvw2Al_wOkZpc9_98IJnQ_270.jpg,hxvw2Al_wOkZpc9_98IJnQ_270.jpg,0.21594238,benches on the sidewalk,270,9.216681169,45.44354657,4,1
Q01_CLIP_0038_HL9X,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,38,76,YPlzG5DioMcsgLfhdRU-dA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\YPlzG5DioMcsgLfhdRU-dA_090.jpg,YPlzG5DioMcsgLfhdRU-dA_090.jpg,0.22717285,street furniture benches,90,9.176889163,45.46660586,4,1
Q01_CLIP_0100_PUXQ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,100,77,rNl6H9tzTR83MlGBEN4__g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\rNl6H9tzTR83MlGBEN4__g_090.jpg,rNl6H9tzTR83MlGBEN4__g_090.jpg,0.22180176,bench near the curb,90,9.1908259,45.4422549,4,1
Q01_CLIP_0155_0LZJ,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,155,78,75lbqv5fOm3xXfHTbwaZdw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\75lbqv5fOm3xXfHTbwaZdw_090.jpg,75lbqv5fOm3xXfHTbwaZdw_090.jpg,0.21801758,bench near the curb,90,9.189029891,45.44205407,4,1
Q01_CLIP_0110_I4Q2,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,110,79,VJTF4WA0CXTRd7Rj-CoXCg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\VJTF4WA0CXTRd7Rj-CoXCg_090.jpg,VJTF4WA0CXTRd7Rj-CoXCg_090.jpg,0.22106934,bench near the curb,90,9.066487029,45.49333955,4,1
Q01_CLIP_0201_KKV9,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,201,80,pGX4AUYZ9b1-GAB8KYK_jA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\pGX4AUYZ9b1-GAB8KYK_jA_000.jpg,pGX4AUYZ9b1-GAB8KYK_jA_000.jpg,0.21643066,public bench,0,9.1392118,45.5147622,4,1
Q01_CLIP_0231_X4W6,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,231,81,yQ7JEiLculauP8ovU1IvpQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\yQ7JEiLculauP8ovU1IvpQ_090.jpg,yQ7JEiLculauP8ovU1IvpQ_090.jpg,0.21569824,bench near the curb,90,9.066838938,45.46234541,4,1
Q01_CLIP_0043_HE7U,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,43,82,VahihbthkdDVRGmumgjzrg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\VahihbthkdDVRGmumgjzrg_270.jpg,VahihbthkdDVRGmumgjzrg_270.jpg,0.2265625,benches along the street,270,9.23453,45.4841705,4,1
Q01_CLIP_0163_QPGB,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,163,83,tcNqJHbdG0Tmi_1SVy7icg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\tcNqJHbdG0Tmi_1SVy7icg_270.jpg,tcNqJHbdG0Tmi_1SVy7icg_270.jpg,0.21777344,street benches,270,9.1290017,45.4665026,4,1
Q01_CLIP_0219_GC5W,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,219,84,Zk2m-bH4VcpnUi1Gpawy7g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Zk2m-bH4VcpnUi1Gpawy7g_270.jpg,Zk2m-bH4VcpnUi1Gpawy7g_270.jpg,0.21606445,street benches,270,9.153671825,45.45366934,4,1
Q01_CLIP_0087_L58K,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,87,85,yJkj4MmdqGb0-XWjuvvWvw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\yJkj4MmdqGb0-XWjuvvWvw_090.jpg,yJkj4MmdqGb0-XWjuvvWvw_090.jpg,0.22265625,street benches,90,9.2236945,45.4776542,4,1
Q01_CLIP_0197_J49I,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,197,86,0ES4lvXqMRaD48lzvJi3Sg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0ES4lvXqMRaD48lzvJi3Sg_270.jpg,0ES4lvXqMRaD48lzvJi3Sg_270.jpg,0.21655273,bench near the curb,270,9.206839681,45.41140218,4,1
Q01_CLIP_0199_55J2,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,199,87,PUeqPsN7QOwgmsS5ArMk_A,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\PUeqPsN7QOwgmsS5ArMk_A_270.jpg,PUeqPsN7QOwgmsS5ArMk_A_270.jpg,0.21655273,bench near the curb,270,9.1527455,45.4552888,4,1
Q01_CLIP_0049_I7P5,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,49,88,d8bUw0mEy4dCFKdGzlwqRg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\d8bUw0mEy4dCFKdGzlwqRg_180.jpg,d8bUw0mEy4dCFKdGzlwqRg_180.jpg,0.22509766,street benches,180,9.1732363,45.4762248,4,1
Q01_CLIP_0016_9XUY,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,16,89,o53zYF0dsqn6qUtw6co6Gw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\o53zYF0dsqn6qUtw6co6Gw_090.jpg,o53zYF0dsqn6qUtw6co6Gw_090.jpg,0.23535156,public bench,90,9.104430883,45.49215309,4,1
Q01_CLIP_0188_QLL8,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,188,90,9ByMPPKETJ203AaoiYBZpw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\9ByMPPKETJ203AaoiYBZpw_270.jpg,9ByMPPKETJ203AaoiYBZpw_270.jpg,0.21679688,benches along the street,270,9.151849012,45.45628029,4,1
Q01_CLIP_0242_DIA5,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,242,91,E-m7PcfPIzbq5a9LOa9IQQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\E-m7PcfPIzbq5a9LOa9IQQ_090.jpg,E-m7PcfPIzbq5a9LOa9IQQ_090.jpg,0.21557617,bench near the curb,90,9.089174764,45.46435635,4,1
Q01_CLIP_0122_48P0,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,122,92,1ePvhtJBppJqQRkSJVU4HA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\1ePvhtJBppJqQRkSJVU4HA_270.jpg,1ePvhtJBppJqQRkSJVU4HA_270.jpg,0.2199707,bench near the curb,270,9.151672809,45.47676072,4,1
Q01_CLIP_0212_44NL,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,212,93,co7aGdotjirG7jIWaRXh4A,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\co7aGdotjirG7jIWaRXh4A_270.jpg,co7aGdotjirG7jIWaRXh4A_270.jpg,0.21606445,public bench,270,9.194237414,45.44789132,4,1
Q01_CLIP_0084_2D54,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,84,94,E6xhDOPDr6qJ0cdbNRyAQA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\E6xhDOPDr6qJ0cdbNRyAQA_090.jpg,E6xhDOPDr6qJ0cdbNRyAQA_090.jpg,0.22277832,bench near the curb,90,9.163500883,45.42520067,4,1
Q01_CLIP_0143_W3ZP,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,143,95,ks35yQ_tsKMbPfe2ctskPw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\ks35yQ_tsKMbPfe2ctskPw_090.jpg,ks35yQ_tsKMbPfe2ctskPw_090.jpg,0.21862793,bench near the curb,90,9.163518957,45.53300754,4,1
Q01_CLIP_0094_0YNC,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,94,96,bdokdBQkKE5c667pun3jiQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\bdokdBQkKE5c667pun3jiQ_090.jpg,bdokdBQkKE5c667pun3jiQ_090.jpg,0.22216797,public bench,90,9.115006644,45.46168139,4,1
Q01_CLIP_0076_6T4U,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,76,97,T0-f_xnQs4lMBleLi1f5Rw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\T0-f_xnQs4lMBleLi1f5Rw_090.jpg,T0-f_xnQs4lMBleLi1f5Rw_090.jpg,0.22314453,bench near the curb,90,9.1989011,45.4769246,4,1
Q01_CLIP_0251_DYT9,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,251,98,xWfeUpq_me2Db2b4Zu6qWA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xWfeUpq_me2Db2b4Zu6qWA_270.jpg,xWfeUpq_me2Db2b4Zu6qWA_270.jpg,0.21533203,street furniture benches,270,9.2203445,45.4500683,4,1
Q01_CLIP_0138_ZCYW,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,138,99,dOLbr02ny5HCPf87bef2dw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\dOLbr02ny5HCPf87bef2dw_090.jpg,dOLbr02ny5HCPf87bef2dw_090.jpg,0.21911621,street furniture benches,90,9.139342295,45.49453804,4,1
Q01_CLIP_0103_WM31,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,103,100,8-N7giINuYTNSB4Pfn3f_A,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\8-N7giINuYTNSB4Pfn3f_A_270.jpg,8-N7giINuYTNSB4Pfn3f_A_270.jpg,0.22155762,public bench,270,9.202384168,45.47700502,4,1
Q01_CLIP_0091_0LVS,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,91,101,qcC_1QrQmlTVRSR2TvK20g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\qcC_1QrQmlTVRSR2TvK20g_090.jpg,qcC_1QrQmlTVRSR2TvK20g_090.jpg,0.22241211,street furniture benches,90,9.2139783,45.5215975,4,1
Q01_CLIP_0240_ATQY,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,240,102,MI-02Lwk6W1_dPou8MTLgg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\MI-02Lwk6W1_dPou8MTLgg_090.jpg,MI-02Lwk6W1_dPou8MTLgg_090.jpg,0.21557617,street benches,90,9.196865454,45.4998608,4,1
Q01_CLIP_0205_1B0Z,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,205,103,SAwFSHFNwMQDybtn5Q97Ug,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\SAwFSHFNwMQDybtn5Q97Ug_270.jpg,SAwFSHFNwMQDybtn5Q97Ug_270.jpg,0.2163086,bench near the curb,270,9.180542715,45.41479536,4,1
Q01_CLIP_0227_JUY0,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,227,104,0HHj-wiPiKdey5yPDiC_lg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0HHj-wiPiKdey5yPDiC_lg_270.jpg,0HHj-wiPiKdey5yPDiC_lg_270.jpg,0.21582031,benches on the sidewalk,270,9.212027309,45.47253164,4,1
Q01_CLIP_0265_ROYR,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,265,105,xua8570ebkVKT_CoQRZsRA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xua8570ebkVKT_CoQRZsRA_270.jpg,xua8570ebkVKT_CoQRZsRA_270.jpg,0.21508789,benches along the street,270,9.162442002,45.48184977,4,1
Q01_CLIP_0089_7E8G,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,89,106,C24QmWjKApbRnWnyzFSyKw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\C24QmWjKApbRnWnyzFSyKw_090.jpg,C24QmWjKApbRnWnyzFSyKw_090.jpg,0.22253418,a bench,90,9.064660682,45.5026807,4,1
Q01_CLIP_0224_J4HN,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,224,107,bXuBrvr92OJgiSHzO8tGBw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\bXuBrvr92OJgiSHzO8tGBw_270.jpg,bXuBrvr92OJgiSHzO8tGBw_270.jpg,0.21594238,bench near the curb,270,9.1240521,45.5026958,4,1
Q01_CLIP_0124_PBMY,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,124,108,89mi_E-infTa4m4NdXs-OA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\89mi_E-infTa4m4NdXs-OA_270.jpg,89mi_E-infTa4m4NdXs-OA_270.jpg,0.2199707,street furniture benches,270,9.18907947,45.4896132,4,1
Q01_CLIP_0263_8B25,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,263,109,x0BMGgOcQc29ihfx0Oir8g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\x0BMGgOcQc29ihfx0Oir8g_000.jpg,x0BMGgOcQc29ihfx0Oir8g_000.jpg,0.21508789,street benches,0,9.1853221,45.4579508,4,1
Q01_CLIP_0229_K2VM,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,229,110,nVmC5vPO8zpmgKQDjbTIEg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\nVmC5vPO8zpmgKQDjbTIEg_090.jpg,nVmC5vPO8zpmgKQDjbTIEg_090.jpg,0.21582031,street benches,90,9.185631837,45.47895853,4,1
Q01_CLIP_0280_N1U3,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,280,111,xGngaov8CPJO6fsjxy_7_g,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\xGngaov8CPJO6fsjxy_7_g_090.jpg,xGngaov8CPJO6fsjxy_7_g_090.jpg,0.21472168,public bench,90,9.201060636,45.46394487,4,1
Q01_CLIP_0236_3R30,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,236,112,1q-AU2qcXzQr8VlTiASzUg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\1q-AU2qcXzQr8VlTiASzUg_090.jpg,1q-AU2qcXzQr8VlTiASzUg_090.jpg,0.21569824,bench near the curb,90,9.115940218,45.45989578,4,1
Q01_CLIP_0269_VDZ4,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,269,113,OyFey7TwV5GrhicRry6oiA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\OyFey7TwV5GrhicRry6oiA_270.jpg,OyFey7TwV5GrhicRry6oiA_270.jpg,0.21484375,street benches,270,9.2291802,45.4823121,4,1
Q01_CLIP_0156_JEGE,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,156,114,IyEbGKGSa9PY7rFKpqsMmQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\IyEbGKGSa9PY7rFKpqsMmQ_270.jpg,IyEbGKGSa9PY7rFKpqsMmQ_270.jpg,0.21801758,public bench,270,9.207498006,45.51427745,4,1
Q01_CLIP_0168_SQP4,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,168,115,8CmnOoW4myRKI0413fUHDw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\8CmnOoW4myRKI0413fUHDw_090.jpg,8CmnOoW4myRKI0413fUHDw_090.jpg,0.2175293,bench near the curb,90,9.192885765,45.51130593,4,1
Q01_CLIP_0146_J43D,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,146,116,Gi4qvi0qirUjNtQ5eDtAJQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Gi4qvi0qirUjNtQ5eDtAJQ_090.jpg,Gi4qvi0qirUjNtQ5eDtAJQ_090.jpg,0.21850586,benches along the street,90,9.202037192,45.4755927,4,1
Q01_CLIP_0004_AHXT,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,4,117,aD2j2wCCnw4tnnM_y4aOYQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\aD2j2wCCnw4tnnM_y4aOYQ_270.jpg,aD2j2wCCnw4tnnM_y4aOYQ_270.jpg,0.24450684,public bench,270,9.222209123,45.44105568,4,1
Q01_CLIP_0234_GET8,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,234,118,Jc2sy1tO6giL2x_ysL7qpw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Jc2sy1tO6giL2x_ysL7qpw_270.jpg,Jc2sy1tO6giL2x_ysL7qpw_270.jpg,0.21569824,bench near the curb,270,9.0741241,45.4975273,4,1
Q01_CLIP_0171_XFGC,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,171,119,JXumRcLVtvDprXYPQF4tng,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\JXumRcLVtvDprXYPQF4tng_090.jpg,JXumRcLVtvDprXYPQF4tng_090.jpg,0.21740723,public bench,90,9.154259962,45.44025016,4,1
Q01_CLIP_0046_0Y9D,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,46,120,TH04CWk_FwtUkbCEqtZ0aw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\TH04CWk_FwtUkbCEqtZ0aw_090.jpg,TH04CWk_FwtUkbCEqtZ0aw_090.jpg,0.2253418,bench near the curb,90,9.101161265,45.45187401,4,1
Q01_CLIP_0157_T1GH,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,157,121,Z6U-YzFXu_6-GJBa_oF7qw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Z6U-YzFXu_6-GJBa_oF7qw_180.jpg,Z6U-YzFXu_6-GJBa_oF7qw_180.jpg,0.21789551,bench near the curb,180,9.1709021,45.470471,4,1
Q01_CLIP_0132_X18H,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,132,122,yAZg_4u5rH4yWD9gkPug7A,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\yAZg_4u5rH4yWD9gkPug7A_090.jpg,yAZg_4u5rH4yWD9gkPug7A_090.jpg,0.21948242,bench near the curb,90,9.176792857,45.43061888,4,1
Q01_CLIP_0102_2GDS,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,102,123,b846IVRb9ZO2uJ0I7UeKTQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\b846IVRb9ZO2uJ0I7UeKTQ_090.jpg,b846IVRb9ZO2uJ0I7UeKTQ_090.jpg,0.22155762,bench near the curb,90,9.139159062,45.49094671,4,1
Q01_CLIP_0066_55NF,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,66,124,47ISopIvBl7w_q-wxCDpOA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\47ISopIvBl7w_q-wxCDpOA_270.jpg,47ISopIvBl7w_q-wxCDpOA_270.jpg,0.22399902,public bench,270,9.2051241,45.4519764,4,1
Q01_CLIP_0057_CVS4,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,57,125,0QntWojlo1Vtca5f4BrOGw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\0QntWojlo1Vtca5f4BrOGw_270.jpg,0QntWojlo1Vtca5f4BrOGw_270.jpg,0.2244873,benches,270,9.2270257,45.479363,4,1
Q01_CLIP_0039_PSEI,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,39,126,TIZ4Z_qo3zmFyQS5s7Vhbw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\TIZ4Z_qo3zmFyQS5s7Vhbw_270.jpg,TIZ4Z_qo3zmFyQS5s7Vhbw_270.jpg,0.22680664,bench near the curb,270,9.227442177,45.50338046,4,1
Q01_CLIP_0172_AQVK,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,172,127,CBGoQfYN-w6ripN2FTDPRg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\CBGoQfYN-w6ripN2FTDPRg_180.jpg,CBGoQfYN-w6ripN2FTDPRg_180.jpg,0.21728516,benches on the sidewalk,180,9.1506151,45.4771587,4,1
Q01_CLIP_0125_OFQE,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,125,128,YsoM1-d4WDY0CDMDSCxZ6w,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\YsoM1-d4WDY0CDMDSCxZ6w_270.jpg,YsoM1-d4WDY0CDMDSCxZ6w_270.jpg,0.2199707,bench near the curb,270,9.0758013,45.449484,4,1
Q01_CLIP_0247_Y08P,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,247,129,pE0KQxK1UuNMRnhkLmodTg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\pE0KQxK1UuNMRnhkLmodTg_270.jpg,pE0KQxK1UuNMRnhkLmodTg_270.jpg,0.2154541,public bench,270,9.207951254,45.48748808,4,1
Q01_CLIP_0150_ZJA8,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,150,130,L0Tc5-zSlahaso824q7HTg,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\L0Tc5-zSlahaso824q7HTg_090.jpg,L0Tc5-zSlahaso824q7HTg_090.jpg,0.21826172,bench near the curb,90,9.250906635,45.48584362,4,1
Q01_CLIP_0261_0S0R,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,261,131,dt0DXwsBtP8d_LAwfHztVw,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\dt0DXwsBtP8d_LAwfHztVw_090.jpg,dt0DXwsBtP8d_LAwfHztVw_090.jpg,0.21508789,benches along the street,90,9.19563677,45.50772753,4,1
Q01_CLIP_0074_WJ0T,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,74,132,NerrXLkh8RBMgQX41X6GWQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\NerrXLkh8RBMgQX41X6GWQ_090.jpg,NerrXLkh8RBMgQX41X6GWQ_090.jpg,0.22314453,street furniture benches,90,9.175443928,45.50190937,4,1
Q01_CLIP_0119_OHP6,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,119,133,SO0JzGyjnPKa3n20-o9rIQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\SO0JzGyjnPKa3n20-o9rIQ_090.jpg,SO0JzGyjnPKa3n20-o9rIQ_090.jpg,0.22009277,bench near the curb,90,9.160762411,45.51316323,4,1
Q01_CLIP_0073_PJA1,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,73,134,Hsbxbko5KGeekCYPjijMYA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\Hsbxbko5KGeekCYPjijMYA_090.jpg,Hsbxbko5KGeekCYPjijMYA_090.jpg,0.22314453,bench near the curb,90,9.1485407,45.5077591,4,1
Q01_CLIP_0204_GZUI,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,204,135,F6lZMLPtymael1nTAtmySQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\F6lZMLPtymael1nTAtmySQ_090.jpg,F6lZMLPtymael1nTAtmySQ_090.jpg,0.2163086,benches on the sidewalk,90,9.207476862,45.48730633,4,1
Q01_CLIP_0191_1W1H,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,191,136,nv26xFoGnI9ZIMhalaaKrQ,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\nv26xFoGnI9ZIMhalaaKrQ_090.jpg,nv26xFoGnI9ZIMhalaaKrQ_090.jpg,0.2166748,street furniture benches,90,9.134614017,45.47609081,4,1
Q01_CLIP_0250_NP84,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,250,137,yg0jB2vHXyB9h7CoUH7WGA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\yg0jB2vHXyB9h7CoUH7WGA_000.jpg,yg0jB2vHXyB9h7CoUH7WGA_000.jpg,0.2154541,street furniture benches,0,9.204901833,45.45388111,4,1
Q01_CLIP_0050_TB94,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,50,138,PGvawy-PtOtPGZ_6zP_IFA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\PGvawy-PtOtPGZ_6zP_IFA_090.jpg,PGvawy-PtOtPGZ_6zP_IFA_090.jpg,0.22509766,street furniture benches,90,9.184255004,45.47688739,4,1
Q01_CLIP_0041_CWI6,Q01,"a safe, quiet place with lots of greenery where people can read outdoors",CLIP,41,139,qkHR9lfqiXH2VcuO-ymeJA,D:\AAG\Milano_SVI\lang2img\0_Dataprocessing\views_4\qkHR9lfqiXH2VcuO-ymeJA_090.jpg,qkHR9lfqiXH2VcuO-ymeJA_090.jpg,0.2265625,street furniture benches,90,9.1840116,45.4670642,4,1
